tipo_de_jornada,grupo_de_edad,decil,año,total
Jornada a tiempo completo,55 y más años,Total decil,2019,2527.63
Jornada a tiempo completo,55 y más años,Total decil,2018,2441.44
Jornada a tiempo completo,55 y más años,Total decil,2017,2399.81
Jornada a tiempo completo,55 y más años,Total decil,2016,2459.64
Jornada a tiempo completo,55 y más años,Total decil,2015,2521.41
Jornada a tiempo completo,55 y más años,Total decil,2014,2441.42
Jornada a tiempo completo,55 y más años,Total decil,2013,2383.71
Jornada a tiempo completo,55 y más años,Total decil,2012,2397.54
Jornada a tiempo completo,55 y más años,Total decil,2011,2376.05
Jornada a tiempo completo,55 y más años,Total decil,2010,2404.65
Jornada a tiempo completo,55 y más años,Total decil,2009,2343.26
Jornada a tiempo completo,55 y más años,Total decil,2008,2337.41
Jornada a tiempo completo,55 y más años,Total decil,2007,2118.02
Jornada a tiempo completo,55 y más años,Total decil,2006,2029.15
Jornada a tiempo completo,55 y más años,1,2023,903.03
Jornada a tiempo completo,55 y más años,1,2022,876.49
Jornada a tiempo completo,55 y más años,1,2021,781.12
Jornada a tiempo completo,55 y más años,1,2020,752.24
Jornada a tiempo completo,55 y más años,1,2019,730.08
Jornada a tiempo completo,55 y más años,1,2018,665.23
Jornada a tiempo completo,55 y más años,1,2017,634.14
Jornada a tiempo completo,55 y más años,1,2016,636.23
Jornada a tiempo completo,55 y más años,1,2015,625.34
Jornada a tiempo completo,55 y más años,1,2014,572.34
Jornada a tiempo completo,55 y más años,1,2013,577.32
Jornada a tiempo completo,55 y más años,1,2012,596.41
Jornada a tiempo completo,55 y más años,1,2011,627.58
Jornada a tiempo completo,55 y más años,1,2010,628.74
Jornada a tiempo completo,55 y más años,1,2009,635.42
Jornada a tiempo completo,55 y más años,1,2008,651.72
Jornada a tiempo completo,55 y más años,1,2007,633.84
Jornada a tiempo completo,55 y más años,1,2006,573.23
Jornada a tiempo completo,55 y más años,2,2023,1241.64
Jornada a tiempo completo,55 y más años,2,2022,1157.64
Jornada a tiempo completo,55 y más años,2,2021,1053.89
Jornada a tiempo completo,55 y más años,2,2020,1028.58
Jornada a tiempo completo,55 y más años,2,2019,1017.26
Jornada a tiempo completo,55 y más años,2,2018,924.53
Jornada a tiempo completo,55 y más años,2,2017,880.48
Jornada a tiempo completo,55 y más años,2,2016,870.96
Jornada a tiempo completo,55 y más años,2,2015,848.76
Jornada a tiempo completo,55 y más años,2,2014,850.97
Jornada a tiempo completo,55 y más años,2,2013,849.04
Jornada a tiempo completo,55 y más años,2,2012,870.66
Jornada a tiempo completo,55 y más años,2,2011,875.14
Jornada a tiempo completo,55 y más años,2,2010,911.27
Jornada a tiempo completo,55 y más años,2,2009,885.45
Jornada a tiempo completo,55 y más años,2,2008,894.97
Jornada a tiempo completo,55 y más años,2,2007,862.93
Jornada a tiempo completo,55 y más años,2,2006,805.64
Jornada a tiempo completo,55 y más años,3,2023,1427.39
Jornada a tiempo completo,55 y más años,3,2022,1340.01
Jornada a tiempo completo,55 y más años,3,2021,1258.47
Jornada a tiempo completo,55 y más años,3,2020,1242.93
Jornada a tiempo completo,55 y más años,3,2019,1227.57
Jornada a tiempo completo,55 y más años,3,2018,1156.31
Jornada a tiempo completo,55 y más años,3,2017,1124.14
Jornada a tiempo completo,55 y más años,3,2016,1125.32
Jornada a tiempo completo,55 y más años,3,2015,1101.73
Jornada a tiempo completo,55 y más años,3,2014,1110.5
Jornada a tiempo completo,55 y más años,3,2013,1099.47
Jornada a tiempo completo,55 y más años,3,2012,1129.03
Jornada a tiempo completo,55 y más años,3,2011,1122.74
Jornada a tiempo completo,55 y más años,3,2010,1143.31
Jornada a tiempo completo,55 y más años,3,2009,1128.8
Jornada a tiempo completo,55 y más años,3,2008,1115.14
Jornada a tiempo completo,55 y más años,3,2007,1064.97
Jornada a tiempo completo,55 y más años,3,2006,999.06
Jornada a tiempo completo,55 y más años,4,2023,1631.3
Jornada a tiempo completo,55 y más años,4,2022,1522.3
Jornada a tiempo completo,55 y más años,4,2021,1454.19
Jornada a tiempo completo,55 y más años,4,2020,1424.38
Jornada a tiempo completo,55 y más años,4,2019,1415.87
Jornada a tiempo completo,55 y más años,4,2018,1358.02
Jornada a tiempo completo,55 y más años,4,2017,1321.59
Jornada a tiempo completo,55 y más años,4,2016,1325.37
Jornada a tiempo completo,55 y más años,4,2015,1309.43
Jornada a tiempo completo,55 y más años,4,2014,1318.48
Jornada a tiempo completo,55 y más años,4,2013,1321.23
Jornada a tiempo completo,55 y más años,4,2012,1326.47
Jornada a tiempo completo,55 y más años,4,2011,1308.76
Jornada a tiempo completo,55 y más años,4,2010,1315.45
Jornada a tiempo completo,55 y más años,4,2009,1286.19
Jornada a tiempo completo,55 y más años,4,2008,1267.88
Jornada a tiempo completo,55 y más años,4,2007,1203.2
Jornada a tiempo completo,55 y más años,4,2006,1150.67
Jornada a tiempo completo,55 y más años,5,2023,1827.76
Jornada a tiempo completo,55 y más años,5,2022,1707.17
Jornada a tiempo completo,55 y más años,5,2021,1656.33
Jornada a tiempo completo,55 y más años,5,2020,1605.39
Jornada a tiempo completo,55 y más años,5,2019,1601.99
Jornada a tiempo completo,55 y más años,5,2018,1549.27
Jornada a tiempo completo,55 y más años,5,2017,1501.79
Jornada a tiempo completo,55 y más años,5,2016,1503.99
Jornada a tiempo completo,55 y más años,5,2015,1491.33
Jornada a tiempo completo,55 y más años,5,2014,1505.12
Jornada a tiempo completo,55 y más años,5,2013,1504.56
Jornada a tiempo completo,55 y más años,5,2012,1498.09
Jornada a tiempo completo,55 y más años,5,2011,1481.7
Jornada a tiempo completo,55 y más años,5,2010,1479.6
Jornada a tiempo completo,55 y más años,5,2009,1447.37
Jornada a tiempo completo,55 y más años,5,2008,1414.45
Jornada a tiempo completo,55 y más años,5,2007,1340.2
Jornada a tiempo completo,55 y más años,5,2006,1275.04
Jornada a tiempo completo,55 y más años,6,2023,2061.09
Jornada a tiempo completo,55 y más años,6,2022,1916.35
Jornada a tiempo completo,55 y más años,6,2021,1863.65
Jornada a tiempo completo,55 y más años,6,2020,1816.96
Jornada a tiempo completo,55 y más años,6,2019,1795.82
Jornada a tiempo completo,55 y más años,6,2018,1753.3
Jornada a tiempo completo,55 y más años,6,2017,1696.26
Jornada a tiempo completo,55 y más años,6,2016,1704.82
Jornada a tiempo completo,55 y más años,6,2015,1704.29
Jornada a tiempo completo,55 y más años,6,2014,1719.15
Jornada a tiempo completo,55 y más años,6,2013,1708.4
Jornada a tiempo completo,55 y más años,6,2012,1681.65
Jornada a tiempo completo,55 y más años,6,2011,1675.16
Jornada a tiempo completo,55 y más años,6,2010,1668.47
Jornada a tiempo completo,55 y más años,6,2009,1637.95
Jornada a tiempo completo,55 y más años,6,2008,1579.49
Jornada a tiempo completo,55 y más años,6,2007,1492.81
Jornada a tiempo completo,55 y más años,6,2006,1418.83
Jornada a tiempo completo,55 y más años,7,2023,2361.31
Jornada a tiempo completo,55 y más años,7,2022,2185.71
Jornada a tiempo completo,55 y más años,7,2021,2147.08
Jornada a tiempo completo,55 y más años,7,2020,2111.04
Jornada a tiempo completo,55 y más años,7,2019,2067.6
Jornada a tiempo completo,55 y más años,7,2018,2020.31
Jornada a tiempo completo,55 y más años,7,2017,1971.9
Jornada a tiempo completo,55 y más años,7,2016,1969.05
Jornada a tiempo completo,55 y más años,7,2015,1961.29
Jornada a tiempo completo,55 y más años,7,2014,1996.6
Jornada a tiempo completo,55 y más años,7,2013,1979.28
Jornada a tiempo completo,55 y más años,7,2012,1943.24
Jornada a tiempo completo,55 y más años,7,2011,1931.77
Jornada a tiempo completo,55 y más años,7,2010,1930.84
Jornada a tiempo completo,55 y más años,7,2009,1878.98
Jornada a tiempo completo,55 y más años,7,2008,1794.25
Jornada a tiempo completo,55 y más años,7,2007,1711.63
Jornada a tiempo completo,55 y más años,7,2006,1628.14
Jornada a tiempo completo,55 y más años,8,2023,2781.24
Jornada a tiempo completo,55 y más años,8,2022,2591.74
Jornada a tiempo completo,55 y más años,8,2021,2560.72
Jornada a tiempo completo,55 y más años,8,2020,2542.1
Jornada a tiempo completo,55 y más años,8,2019,2436.1
Jornada a tiempo completo,55 y más años,8,2018,2412.06
Jornada a tiempo completo,55 y más años,8,2017,2352.45
Jornada a tiempo completo,55 y más años,8,2016,2352.32
Jornada a tiempo completo,55 y más años,8,2015,2360.64
Jornada a tiempo completo,55 y más años,8,2014,2399.81
Jornada a tiempo completo,55 y más años,8,2013,2360.46
Jornada a tiempo completo,55 y más años,8,2012,2299.6
Jornada a tiempo completo,55 y más años,8,2011,2285.12
Jornada a tiempo completo,55 y más años,8,2010,2285.48
Jornada a tiempo completo,55 y más años,8,2009,2224.89
Jornada a tiempo completo,55 y más años,8,2008,2139.7
Jornada a tiempo completo,55 y más años,8,2007,2046.16
Jornada a tiempo completo,55 y más años,8,2006,1964.88
Jornada a tiempo completo,55 y más años,9,2023,3395.11
Jornada a tiempo completo,55 y más años,9,2022,3187.08
Jornada a tiempo completo,55 y más años,9,2021,3149.87
Jornada a tiempo completo,55 y más años,9,2020,3199.53
Jornada a tiempo completo,55 y más años,9,2019,3066.82
Jornada a tiempo completo,55 y más años,9,2018,3044.27
Jornada a tiempo completo,55 y más años,9,2017,2974.51
Jornada a tiempo completo,55 y más años,9,2016,2935.29
Jornada a tiempo completo,55 y más años,9,2015,2998.11
Jornada a tiempo completo,55 y más años,9,2014,2979.81
Jornada a tiempo completo,55 y más años,9,2013,2956.0
Jornada a tiempo completo,55 y más años,9,2012,2890.69
Jornada a tiempo completo,55 y más años,9,2011,2882.89
Jornada a tiempo completo,55 y más años,9,2010,2852.79
Jornada a tiempo completo,55 y más años,9,2009,2836.06
Jornada a tiempo completo,55 y más años,9,2008,2729.78
Jornada a tiempo completo,55 y más años,9,2007,2571.63
Jornada a tiempo completo,55 y más años,9,2006,2460.13
Jornada a tiempo completo,55 y más años,10,2023,5493.5
Jornada a tiempo completo,55 y más años,10,2022,5127.8
Jornada a tiempo completo,55 y más años,10,2021,5135.29
Jornada a tiempo completo,55 y más años,10,2020,4988.43
Jornada a tiempo completo,55 y más años,10,2019,4775.19
Jornada a tiempo completo,55 y más años,10,2018,4846.78
Jornada a tiempo completo,55 y más años,10,2017,4589.27
Jornada a tiempo completo,55 y más años,10,2016,4526.19
Jornada a tiempo completo,55 y más años,10,2015,4742.46
Jornada a tiempo completo,55 y más años,10,2014,4635.01
Jornada a tiempo completo,55 y más años,10,2013,4443.18
Jornada a tiempo completo,55 y más años,10,2012,4556.8
Jornada a tiempo completo,55 y más años,10,2011,4455.26
Jornada a tiempo completo,55 y más años,10,2010,4360.21
Jornada a tiempo completo,55 y más años,10,2009,4392.4
Jornada a tiempo completo,55 y más años,10,2008,4487.13
Jornada a tiempo completo,55 y más años,10,2007,3748.36
Jornada a tiempo completo,55 y más años,10,2006,3596.94
Jornada a tiempo parcial,Total,Total decil,2023,915.68
Jornada a tiempo parcial,Total,Total decil,2022,891.26
Jornada a tiempo parcial,Total,Total decil,2021,828.33
Jornada a tiempo parcial,Total,Total decil,2020,800.31
Jornada a tiempo parcial,Total,Total decil,2019,806.19
Jornada a tiempo parcial,Total,Total decil,2018,746.11
Jornada a tiempo parcial,Total,Total decil,2017,731.44
Jornada a tiempo parcial,Total,Total decil,2016,734.21
Jornada a tiempo parcial,Total,Total decil,2015,697.24
Jornada a tiempo parcial,Total,Total decil,2014,698.22
Jornada a tiempo parcial,Total,Total decil,2013,696.97
Jornada a tiempo parcial,Total,Total decil,2012,664.93
Jornada a tiempo parcial,Total,Total decil,2011,697.16
Jornada a tiempo parcial,Total,Total decil,2010,698.62
Jornada a tiempo parcial,Total,Total decil,2009,706.91
Jornada a tiempo parcial,Total,Total decil,2008,688.97
Jornada a tiempo parcial,Total,Total decil,2007,660.15
Jornada a tiempo parcial,Total,Total decil,2006,632.93
Jornada a tiempo parcial,Total,1,2023,625.21
Jornada a tiempo parcial,Total,1,2022,600.66
Jornada a tiempo parcial,Total,1,2021,547.91
Jornada a tiempo parcial,Total,1,2020,503.83
Jornada a tiempo parcial,Total,1,2019,518.4
Jornada a tiempo parcial,Total,1,2018,461.94
Jornada a tiempo parcial,Total,1,2017,450.34
Jornada a tiempo parcial,Total,1,2016,444.39
Jornada a tiempo parcial,Total,1,2015,406.72
Jornada a tiempo parcial,Total,1,2014,400.38
Jornada a tiempo parcial,Total,1,2013,401.67
Jornada a tiempo parcial,Total,1,2012,411.29
Jornada a tiempo parcial,Total,1,2011,447.19
Jornada a tiempo parcial,Total,1,2010,460.1
Jornada a tiempo parcial,Total,1,2009,479.18
Jornada a tiempo parcial,Total,1,2008,469.06
Jornada a tiempo parcial,Total,1,2007,473.15
Jornada a tiempo parcial,Total,1,2006,451.65
Jornada a tiempo parcial,Total,2,2023,1142.45
Jornada a tiempo parcial,Total,2,2022,1077.17
Jornada a tiempo parcial,Total,2,2021,989.91
Jornada a tiempo parcial,Total,2,2020,954.65
Jornada a tiempo parcial,Total,2,2019,948.72
Jornada a tiempo parcial,Total,2,2018,873.26
Jornada a tiempo parcial,Total,2,2017,837.0
Jornada a tiempo parcial,Total,2,2016,826.92
Jornada a tiempo parcial,Total,2,2015,802.1
Jornada a tiempo parcial,Total,2,2014,789.89
Jornada a tiempo parcial,Total,2,2013,780.29
Jornada a tiempo parcial,Total,2,2012,795.29
Jornada a tiempo parcial,Total,2,2011,833.11
Jornada a tiempo parcial,Total,2,2010,847.07
Jornada a tiempo parcial,Total,2,2009,837.05
Jornada a tiempo parcial,Total,2,2008,853.45
Jornada a tiempo parcial,Total,2,2007,813.61
Jornada a tiempo parcial,Total,2,2006,768.67
Jornada a tiempo parcial,Total,3,2023,1421.92
Jornada a tiempo parcial,Total,3,2022,1338.43
Jornada a tiempo parcial,Total,3,2021,1257.92
Jornada a tiempo parcial,Total,3,2020,1227.04
Jornada a tiempo parcial,Total,3,2019,1218.29
Jornada a tiempo parcial,Total,3,2018,1140.84
Jornada a tiempo parcial,Total,3,2017,1109.94
Jornada a tiempo parcial,Total,3,2016,1101.99
Jornada a tiempo parcial,Total,3,2015,1091.56
Jornada a tiempo parcial,Total,3,2014,1080.03
Jornada a tiempo parcial,Total,3,2013,1076.15
Jornada a tiempo parcial,Total,3,2012,1115.09
Jornada a tiempo parcial,Total,3,2011,1125.12
Jornada a tiempo parcial,Total,3,2010,1133.62
Jornada a tiempo parcial,Total,3,2009,1117.71
Jornada a tiempo parcial,Total,3,2008,1115.32
Jornada a tiempo parcial,Total,3,2007,1026.73
Jornada a tiempo parcial,Total,3,2006,992.57
Jornada a tiempo parcial,Total,4,2023,1632.28
Jornada a tiempo parcial,Total,4,2022,1513.54
Jornada a tiempo parcial,Total,4,2021,1446.79
Jornada a tiempo parcial,Total,4,2020,1422.72
Jornada a tiempo parcial,Total,4,2019,1413.63
Jornada a tiempo parcial,Total,4,2018,1348.9
Jornada a tiempo parcial,Total,4,2017,1322.29
Jornada a tiempo parcial,Total,4,2016,1324.45
Jornada a tiempo parcial,Total,4,2015,1298.61
Jornada a tiempo parcial,Total,4,2014,1312.59
Jornada a tiempo parcial,Total,4,2013,1314.11
Jornada a tiempo parcial,Total,4,2012,1298.71
Jornada a tiempo parcial,Total,4,2011,1285.83
Jornada a tiempo parcial,Total,4,2010,1302.1
Jornada a tiempo parcial,Total,4,2009,1281.64
Jornada a tiempo parcial,Total,4,2008,1246.03
Jornada a tiempo parcial,Total,4,2007,1203.64
Jornada a tiempo parcial,Total,4,2006,1136.18
Jornada a tiempo parcial,Total,5,2023,1821.1
Jornada a tiempo parcial,Total,5,2022,1713.76
Jornada a tiempo parcial,Total,5,2021,1645.7
Jornada a tiempo parcial,Total,5,2020,1608.71
Jornada a tiempo parcial,Total,5,2019,1591.99
Jornada a tiempo parcial,Total,5,2018,1563.17
Jornada a tiempo parcial,Total,5,2017,1489.14
Jornada a tiempo parcial,Total,5,2016,1510.45
Jornada a tiempo parcial,Total,5,2015,1508.55
Jornada a tiempo parcial,Total,5,2014,1485.84
Jornada a tiempo parcial,Total,5,2013,1508.34
Jornada a tiempo parcial,Total,5,2012,1476.77
Jornada a tiempo parcial,Total,5,2011,1504.95
Jornada a tiempo parcial,Total,5,2010,1485.71
Jornada a tiempo parcial,Total,5,2009,1421.85
Jornada a tiempo parcial,Total,5,2008,1406.25
Jornada a tiempo parcial,Total,5,2007,1338.02
Jornada a tiempo parcial,Total,5,2006,1277.59
Jornada a tiempo parcial,Total,6,2023,2032.88
Jornada a tiempo parcial,Total,6,2022,1901.05
Jornada a tiempo parcial,Total,6,2021,1847.33
Jornada a tiempo parcial,Total,6,2020,1826.99
Jornada a tiempo parcial,Total,6,2019,1796.14
Jornada a tiempo parcial,Total,6,2018,1751.88
Jornada a tiempo parcial,Total,6,2017,1675.89
Jornada a tiempo parcial,Total,6,2016,1712.47
Jornada a tiempo parcial,Total,6,2015,1684.22
Jornada a tiempo parcial,Total,6,2014,1698.85
Jornada a tiempo parcial,Total,6,2013,1688.14
Jornada a tiempo parcial,Total,6,2012,1676.52
Jornada a tiempo parcial,Total,6,2011,1686.73
Jornada a tiempo parcial,Total,6,2010,1656.67
Jornada a tiempo parcial,Total,6,2009,1619.12
Jornada a tiempo parcial,Total,6,2008,1572.29
Jornada a tiempo parcial,Total,6,2007,1487.37
Jornada a tiempo parcial,Total,6,2006,1439.38
Jornada a tiempo parcial,Total,7,2023,2351.69
Jornada a tiempo parcial,Total,7,2022,2170.17
Jornada a tiempo parcial,Total,7,2021,2102.4
Jornada a tiempo parcial,Total,7,2020,2117.96
Jornada a tiempo parcial,Total,7,2019,2055.96
Jornada a tiempo parcial,Total,7,2018,2035.97
Jornada a tiempo parcial,Total,7,2017,1990.36
Jornada a tiempo parcial,Total,7,2016,1950.13
Jornada a tiempo parcial,Total,7,2015,1928.74
Jornada a tiempo parcial,Total,7,2014,1943.07
Jornada a tiempo parcial,Total,7,2013,1935.28
Jornada a tiempo parcial,Total,7,2012,1938.85
Jornada a tiempo parcial,Total,7,2011,1917.63
Jornada a tiempo parcial,Total,7,2010,1921.05
Jornada a tiempo parcial,Total,7,2009,1838.24
Jornada a tiempo parcial,Total,7,2008,1824.77
Jornada a tiempo parcial,Total,7,2007,1698.07
Jornada a tiempo parcial,Total,7,2006,1639.43
Jornada a tiempo parcial,Total,8,2023,2840.67
Jornada a tiempo parcial,Total,8,2022,2539.4
Jornada a tiempo parcial,Total,8,2021,2528.31
Jornada a tiempo parcial,Total,8,2020,2541.43
Jornada a tiempo parcial,Total,8,2019,2474.22
Jornada a tiempo parcial,Total,8,2018,2447.01
Jornada a tiempo parcial,Total,8,2017,2352.92
Jornada a tiempo parcial,Total,8,2016,2340.11
Jornada a tiempo parcial,Total,8,2015,2313.37
Jornada a tiempo parcial,Total,8,2014,2315.92
Jornada a tiempo parcial,Total,8,2013,2376.98
Jornada a tiempo parcial,Total,8,2012,2286.38
Jornada a tiempo parcial,Total,8,2011,2239.02
Jornada a tiempo parcial,Total,8,2010,2272.48
Jornada a tiempo parcial,Total,8,2009,2210.12
Jornada a tiempo parcial,Total,8,2008,2178.65
Jornada a tiempo parcial,Total,8,2007,2064.15
Jornada a tiempo parcial,Total,8,2006,1962.61
Jornada a tiempo parcial,Total,9,2023,3146.28
Jornada a tiempo parcial,Total,9,2022,3087.87
Jornada a tiempo parcial,Total,9,2021,2893.16
Jornada a tiempo parcial,Total,9,2020,3096.82
Jornada a tiempo parcial,Total,9,2019,2826.16
Jornada a tiempo parcial,Total,9,2018,2767.53
Jornada a tiempo parcial,Total,9,2017,2904.29
Jornada a tiempo parcial,Total,9,2016,2795.4
Jornada a tiempo parcial,Total,9,2015,2871.55
Jornada a tiempo parcial,Total,9,2014,2912.51
Jornada a tiempo parcial,Total,9,2013,2744.26
Jornada a tiempo parcial,Total,9,2012,2645.44
Jornada a tiempo parcial,Total,9,2011,2558.4
Jornada a tiempo parcial,Total,9,2010,2881.1
Jornada a tiempo parcial,Total,9,2009,2810.1
Jornada a tiempo parcial,Total,9,2008,2751.5
Jornada a tiempo parcial,Total,9,2007,2528.23
Jornada a tiempo parcial,Total,9,2006,2425.71
Jornada a tiempo parcial,Total,10,2022,4104.9
Jornada a tiempo parcial,Total,10,2015,3487.48
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2023,772.33
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2022,743.01
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2021,722.69
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2020,642.73
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2019,692.2
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2018,613.69
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2017,618.53
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2016,629.77
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2015,597.93
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2014,583.3
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2013,572.48
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2012,566.96
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2011,604.72
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2010,602.38
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2009,613.85
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2008,625.34
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2007,582.14
Jornada a tiempo parcial,De 16 a 24 años,Total decil,2006,571.28
Jornada a tiempo parcial,De 16 a 24 años,1,2023,593.29
Jornada a tiempo parcial,De 16 a 24 años,1,2022,587.84
Jornada a tiempo parcial,De 16 a 24 años,1,2021,539.61
Jornada a tiempo parcial,De 16 a 24 años,1,2020,497.21
Jornada a tiempo parcial,De 16 a 24 años,1,2019,510.47
Jornada a tiempo parcial,De 16 a 24 años,1,2018,464.22
Jornada a tiempo parcial,De 16 a 24 años,1,2017,428.62
Jornada a tiempo parcial,De 16 a 24 años,1,2016,448.36
Jornada a tiempo parcial,De 16 a 24 años,1,2015,414.75
Jornada a tiempo parcial,De 16 a 24 años,1,2014,386.65
Jornada a tiempo parcial,De 16 a 24 años,1,2013,408.91
Jornada a tiempo parcial,De 16 a 24 años,1,2012,420.78
Jornada a tiempo parcial,De 16 a 24 años,1,2011,455.53
Jornada a tiempo parcial,De 16 a 24 años,1,2010,466.27
Jornada a tiempo parcial,De 16 a 24 años,1,2009,458.23
Jornada a tiempo parcial,De 16 a 24 años,1,2008,465.21
Jornada a tiempo parcial,De 16 a 24 años,1,2007,473.73
Jornada a tiempo parcial,De 16 a 24 años,1,2006,442.3
Jornada a tiempo parcial,De 16 a 24 años,2,2023,1153.52
Jornada a tiempo parcial,De 16 a 24 años,2,2022,1078.84
Jornada a tiempo parcial,De 16 a 24 años,2,2021,1000.2
Jornada a tiempo parcial,De 16 a 24 años,2,2020,941.48
Jornada a tiempo parcial,De 16 a 24 años,2,2019,952.28
Jornada a tiempo parcial,De 16 a 24 años,2,2018,855.59
Jornada a tiempo parcial,De 16 a 24 años,2,2017,831.98
Jornada a tiempo parcial,De 16 a 24 años,2,2016,810.85
Jornada a tiempo parcial,De 16 a 24 años,2,2015,801.84
Jornada a tiempo parcial,De 16 a 24 años,2,2014,764.45
Jornada a tiempo parcial,De 16 a 24 años,2,2013,756.27
Jornada a tiempo parcial,De 16 a 24 años,2,2012,783.98
Jornada a tiempo parcial,De 16 a 24 años,2,2011,834.46
Jornada a tiempo parcial,De 16 a 24 años,2,2010,833.81
Jornada a tiempo parcial,De 16 a 24 años,2,2009,847.43
Jornada a tiempo parcial,De 16 a 24 años,2,2008,850.14
Jornada a tiempo parcial,De 16 a 24 años,2,2007,805.76
Jornada a tiempo parcial,De 16 a 24 años,2,2006,762.7
Jornada a tiempo parcial,De 16 a 24 años,3,2023,1411.62
Jornada a tiempo parcial,De 16 a 24 años,3,2022,1355.78
Jornada a tiempo parcial,De 16 a 24 años,3,2021,1265.47
Jornada a tiempo parcial,De 16 a 24 años,3,2020,1223.37
Jornada a tiempo parcial,De 16 a 24 años,3,2019,1210.92
Jornada a tiempo parcial,De 16 a 24 años,3,2018,1126.58
Jornada a tiempo parcial,De 16 a 24 años,3,2017,1101.15
Jornada a tiempo parcial,De 16 a 24 años,3,2016,1094.79
Jornada a tiempo parcial,De 16 a 24 años,3,2015,1086.43
Jornada a tiempo parcial,De 16 a 24 años,3,2014,1040.72
Jornada a tiempo parcial,De 16 a 24 años,3,2013,1066.71
Jornada a tiempo parcial,De 16 a 24 años,3,2012,1095.26
Jornada a tiempo parcial,De 16 a 24 años,3,2011,1100.89
Jornada a tiempo parcial,De 16 a 24 años,3,2010,1140.4
Jornada a tiempo parcial,De 16 a 24 años,3,2009,1093.84
Jornada a tiempo parcial,De 16 a 24 años,3,2008,1119.41
Jornada a tiempo parcial,De 16 a 24 años,3,2007,1023.29
Jornada a tiempo parcial,De 16 a 24 años,3,2006,994.22
Jornada a tiempo parcial,De 16 a 24 años,4,2023,1648.2
Jornada a tiempo parcial,De 16 a 24 años,4,2022,1524.77
Jornada a tiempo parcial,De 16 a 24 años,4,2021,1446.11
Jornada a tiempo parcial,De 16 a 24 años,4,2020,1432.63
Jornada a tiempo parcial,De 16 a 24 años,4,2019,1413.86
Jornada a tiempo parcial,De 16 a 24 años,4,2018,1379.97
Jornada a tiempo parcial,De 16 a 24 años,4,2017,1313.6
Jornada a tiempo parcial,De 16 a 24 años,4,2016,1329.19
Jornada a tiempo parcial,De 16 a 24 años,4,2015,1291.26
Jornada a tiempo parcial,De 16 a 24 años,4,2014,1320.31
Jornada a tiempo parcial,De 16 a 24 años,4,2013,1331.37
Jornada a tiempo parcial,De 16 a 24 años,4,2012,1262.46
Jornada a tiempo parcial,De 16 a 24 años,4,2011,1293.89
Jornada a tiempo parcial,De 16 a 24 años,4,2010,1310.04
Jornada a tiempo parcial,De 16 a 24 años,4,2009,1316.77
Jornada a tiempo parcial,De 16 a 24 años,4,2008,1227.2
Jornada a tiempo parcial,De 16 a 24 años,4,2007,1174.09
Jornada a tiempo parcial,De 16 a 24 años,4,2006,1138.47
Jornada a tiempo parcial,De 16 a 24 años,5,2023,1835.44
Jornada a tiempo parcial,De 16 a 24 años,5,2022,1705.33
Jornada a tiempo parcial,De 16 a 24 años,5,2021,1709.52
Jornada a tiempo parcial,De 16 a 24 años,5,2020,1657.57
Jornada a tiempo parcial,De 16 a 24 años,5,2019,1589.01
Jornada a tiempo parcial,De 16 a 24 años,5,2018,1545.88
Jornada a tiempo parcial,De 16 a 24 años,5,2017,1436.42
Jornada a tiempo parcial,De 16 a 24 años,5,2016,1515.94
Jornada a tiempo parcial,De 16 a 24 años,5,2015,1420.72
Jornada a tiempo parcial,De 16 a 24 años,5,2014,1447.2
Jornada a tiempo parcial,De 16 a 24 años,5,2013,1505.8
Jornada a tiempo parcial,De 16 a 24 años,5,2012,1462.66
Jornada a tiempo parcial,De 16 a 24 años,5,2011,1557.99
Jornada a tiempo parcial,De 16 a 24 años,5,2010,1505.15
Jornada a tiempo parcial,De 16 a 24 años,5,2009,1389.4
Jornada a tiempo parcial,De 16 a 24 años,5,2008,1453.18
Jornada a tiempo parcial,De 16 a 24 años,5,2007,1328.82
Jornada a tiempo parcial,De 16 a 24 años,5,2006,1284.42
Jornada a tiempo parcial,De 16 a 24 años,6,2023,2026.59
Jornada a tiempo parcial,De 16 a 24 años,6,2022,1934.84
Jornada a tiempo parcial,De 16 a 24 años,6,2021,1804.32
Jornada a tiempo parcial,De 16 a 24 años,6,2020,1757.99
Jornada a tiempo parcial,De 16 a 24 años,6,2019,1789.63
Jornada a tiempo parcial,De 16 a 24 años,6,2017,1675.92
Jornada a tiempo parcial,De 16 a 24 años,6,2016,1689.69
